Panel,Disease,Cohort_info,Comparison,Method,Scale,KS_Statistic
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE215240,CAMDA,M-val,0.022791732
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE49576,CAMDA,M-val,0.045438809
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE54880,CAMDA,M-val,0.03710584
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE75153,CAMDA,M-val,0.024730201
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE85212,CAMDA,M-val,0.030963806
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE209668 vs GSE93646,CAMDA,M-val,0.032340604
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE215240,CAMDA,M-val,0.051792108
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE49576,CAMDA,M-val,0.07299824
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE54880,CAMDA,M-val,0.024753138
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE75153,CAMDA,M-val,0.053260104
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE85212,CAMDA,M-val,0.053559771
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE210723 vs GSE93646,CAMDA,M-val,0.053960996
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE49576,CAMDA,M-val,0.023117829
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE54880,CAMDA,M-val,0.059345222
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE75153,CAMDA,M-val,0.00954055
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE85212,CAMDA,M-val,0.010850097
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE215240 vs GSE93646,CAMDA,M-val,0.020764027
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE54880,CAMDA,M-val,0.082254539
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE75153,CAMDA,M-val,0.021737051
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE85212,CAMDA,M-val,0.020625548
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE49576 vs GSE93646,CAMDA,M-val,0.035292151
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE75153,CAMDA,M-val,0.06074971
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE85212,CAMDA,M-val,0.066661412
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE54880 vs GSE93646,CAMDA,M-val,0.067809358
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE75153 vs GSE85212,CAMDA,M-val,0.012559158
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE75153 vs GSE93646,CAMDA,M-val,0.024987818
d,Medulloblastoma,"11 cohorts, N = 3,583",GSE85212 vs GSE93646,CAMDA,M-val,0.017169839
